id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_UCDP_id;side_a_gender;side_a_age;side_b;side_b_identity;side_b_UCDP_id;side_b_gender;side_b_age;additional actor;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;longitude;latitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;fatalities_comment;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment;
MIT00020301_00;Mitrovica;Kosovo;347;assassination/murder;n/a;gunfire ;unknown;unknown;n/a;unknown;unknown;civilians;Turkish;n/a;1 women, 1 man;elderly;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"Agence France-Presse, ""Peacekeepers impose curfew after violence flares in Kosovo town,"" 4 February 2000";U.N. police spokesman Bruce Lloy;2000-02-03;2000-02-03;1;09:00 p.m.;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;2;0;0;2;2;2;1 man, 1 woman;;0;0;0;0;0;;
MIT00020302_00;Mitrovica;Kosovo;347;clash;n/a;explosives (grenade);unknown;unknown;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"Washington Post, ""Six Die as Violence Shakes Kosovo City, Serbs Torch Buildings, Albanians Answer with Grenades in Night of Clashes,"" 5 February 2000";NATO officials;2000-02-03;2000-02-03;1;09:30 p.m.;Bel Ami cafe, North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;12;0;12;0;0;more than a dozen Serbs injured;
MIT00020303_00;Mitrovica;Kosovo;347;clash;n/a;explosives (grenade);unknown;unknown;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"Washington Post, ""Six Die as Violence Shakes Kosovo City, Serbs Torch Buildings, Albanians Answer with Grenades in Night of Clashes,"" 5 February 2000";NATO officials;2000-02-03;2000-02-03;1;10:30 p.m.;Serb-run cafe, North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;10;0;10;0;0;;
MIT00020304_00;Mitrovica;Kosovo;347;clash;n/a;explosives (grenade), gunfire;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;1 woman, 2 men;one 13-year old, others 50 to 61 ;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Washington Post a, ""Six Die as Violence Shakes Kosovo City, Serbs Torch Buildings, Albanians Answer with Grenades in Night of Clashes,"" 5 February 2000; Washington Post b, ""French Troops in Kosovo Accused of Retreat; U.N. Police Cite Lack of Support in Mitrovica Uprising, Inadequate Aid to Civilians,"" 9 February 2000; Agence France-Presse, ""Peacekeepers impose curfew after violence flares in Kosovo town,"" 4 February 2000";NATO officials;2000-02-03;2000-02-04;1;10:30 p.m. onwards; at the intersection of Mbreti petri i Street and Llola Ribar Street, North Mitrovica;;20,865898;42,894549;1: exact location (e.g. street, building, square);0;6;0;0;6;6;6;2 men, 1 woman;;2;0;2;0;0;;
MIT00020305_00;Mitrovica;Kosovo;347;attack;n/a;gunfire ;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Washington Post, ""Six Die as Violence Shakes Kosovo City, Serbs Torch Buildings, Albanians Answer with Grenades in Night of Clashes,"" 5 February 2000";NATO officials;2000-02-03;2000-02-03;1;evening;guard post at one of the bridges, Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown ;unclear whether injuries were sustained;
MIT00020401_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones, concrete), others (tear gas);civilians;Albanian;n/a;unknown;unknown;Peacekeeping soldiers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Washington Post, ""Six Die as Violence Shakes Kosovo City, Serbs Torch Buildings, Albanians Answer with Grenades in Night of Clashes,"" 5 February 2000; Reuters, ""FOCUS-Death toll from Kosovo rises to six,"" 4 February 2000";NATO officials;2000-02-04;2000-02-04;1;afternoon;South Mitrovica;;20,864207;42,878129;4: sub-city admin area;0;0;0;0;0;0;0;;;5;0;5;0;0;;
MIT00020501_00;Mitrovica;Kosovo;347;clash;n/a;others (tear gas), explosives (heavy percussion grenade), blunt instrument (rocks, bottles);civilians;Albanian;n/a;unknown;unknown;Peacekeeping soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"St. Louis Post-Dispatch, ""World,"" 6 February 2000; Washington Post, ""WORLD in Brief,"" 6 February 2000";unknown;2000-02-05;2000-02-05;1;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;41;30;11;0;0;;
MIT00021201_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;Belgian;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) could suggest a conflict-related event, but the motive is unclear (robbery?) Thus, event is coded as CR3. ;"Washington Post, ""Postwar Deprivation Breeds Violent Crime in Kosovo; Hardships of Daily Life, Social Chaos Provoke an Increase in Killings, Robberies and Bombings,"" 12 March 2000";unknown;2000-02-12;2000-03-12;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00021301_00;Mitrovica;Kosovo;347;attack;n/a;explosives (hand grenade);unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;5 men;22-35;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"New York Times, ""NATO-led troops caught in battle over Kosovo town,"" 14 February 2000; Reuters, ""Gunfire, explosions erupt in divided Kosovo town,"" 13 February 2000; UN Report S/2000/177";"Col. Ahmed Muden; Reuters correspondent, UN Report";2000-02-13;2000-02-13;1;07:00 a.m.;near an Albanian bakery in Bosniak Mahalla, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;5;0;5;0;0;5-7 Albanian men wounded;
MIT00021302_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, explosives (grenade) ;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters a, ""FOCUS-Sniper dead, French wounded in Kosovo battle,"" 13 February 2000; UN Report S/2000/177; Reuters b, ""Gunfire shatters Kosovo's Sunday morning calm,"" 13 February 2000";"U.N. spokesperson Lieutenant-Colonel Patrick Chanliau; U.N. spokesperson Lieutenant-Commander Philip Anido";2000-02-13;2000-02-13;1;11:00 a.m.;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);1;0;0;0;1;1;1;1 man;;9;4;2;3;3;2 wounded French soldiers, 3 wounded Serbs, 4 wounded Albanians;
MIT00021303_00;Mitrovica;Kosovo;347;clash;n/a;without weapon (hitting);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;2 women;1 mid-20s, 1 older woman;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters, ""Gunfire shatters Kosovo's Sunday morning calm,"" 13 February 2000";victim testimony;2000-02-13;2000-02-13;1;11:00 a.m.;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;0;0;2;0;0;;
MIT00021304_00;Mitrovica;Kosovo;347;attack;n/a;gunfire;unknown;unknown;n/a;unknown;unknown;U.N. police officers;American;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"Reuters, ""FOCUS-Sniper dead, French wounded in Kosovo battle,"" 13 February 2000";"U.N. spokesperson Lieutenant-Colonel Patrick Chanliau; U.N. spokesperson Lieutenant-Commander Philip Anido";2000-02-13;2000-02-13;1;afternoon;Mitrovica Railway Station, North Mitrovica;;20,870705;42,8998406;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;1;0;1;0;0;1 U.S. soldier wounded;
MIT00021601_00;Mitrovica;Kosovo;347;clash;n/a;without weapon/melee (pushing);civilians;Serb;n/a;unknown;unknown;journalists;Albanian;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Writer, ""Police Reinforcements arrive in divided town as tension continues,"" 17 February 2000";unknown;2000-02-16;2000-02-16;1;unknown;Mitrovica ;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;1 Albanian television crew member slightly injured;
MIT00022001_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones, bricks);civilians;Serb;n/a;unknown;unknown;KFOR soldiers;American;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Writer, ""NATO troops break up ethnic Albanian protest march,"" 21 February 2000, Irish Times, ""US troops retreat as Serbs thwart NATO operation in Mitrovica"" 21 February 2000; NPR ""Analysis: NATO troops continue attempts to root out weapons and troublemakers in Mitrovica,"" 21 February 2000; Xinhua News Agency, ""Peace Forces Raid Serb Residence in Kosovo Mitrovica,"" 21 February 2000";"senior NATO commander Gen Klaus Reinhardt; witnesses";2000-02-20;2000-02-20;1;10:30 a.m.;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;13;10;3;0;0;3 U.S. soldiers and more than 10 Serbs were injured;
MIT00022101_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (tear gas), blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;French, British, Canadian, Danish;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Writer, ""NATO troops break up ethnic Albanian protest march,"" 21 February 2000; London Evening Standard, ""NATO warning as Serb troops threaten Kosovo,"" 22 February 2000; UN Report S/2000/235; The Times, "" British troops clash with Kosovo mob,"" 22 February 2000";UN Report;2000-02-21;2000-02-21;1;05:00 p.m.;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;10;8;2;0;0;2 French soldiers and 8 Albanians injured;
MIT00022201_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;KFOR soldiers;American;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Austion-American Statesman, ""U.S. accuses Milosevic in Kosovo plot, // NATO allies say Yugoslav president sent infiltrators to incite violence,"" 23 February 2000";unknown;2000-02-22;2000-02-22;1;night;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown ;unclear whether injuries were sustained;
MIT00022301_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) could suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Kosova Sot: 24.02.2000;KFOR;2000-02-23;2000-02-23;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown ;unclear whether injuries were sustained;
MIT00022302_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) could suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Kosova Sot: 24.02.2000;KFOR;2000-02-23;2000-02-23;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown ;unclear whether injuries were sustained;
MIT00022701_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot/Kosova Sot: 01.03.2000;unknown;2000-02-27;2000-03-01;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown ;unclear whether injuries were sustained;
