id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional actors;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;lattitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment
BEL13071201_02;Belfast;United Kingdom ;200;riot/violent protest;n/a;blunt instrument (brick), explosives (petrol bombs);civilians;loyalist;unknown;unknown;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Guardian, ""Belfast: loyalists clash with police in second night of violence,"" 14 July 2013; The Sun, ""LOYALIST RIOTS BLAZE ON,"" 16 July 2013";police;2013-07-13;2013-07-13;1;night;Woodvale Road area, north Belfast;;54,60840316;-5,963076349;3: neighbourhood ;0;0;0;0;0;0;0;;8;0;7;1;0;1 press photographer injured
BEL13071201_03;Belfast;United Kingdom ;200;riot/violent protest;n/a;blunt instrument, explosives (petrol bombs), gunfire (baton rounds);civilians;loyalist;unknown;unknown;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish News, ""The Twelfth - Third night of violence,"" 15 July 2013";;2013-07-14;2013-07-14;1;11:00 p.m.;Woodvale Road area, north Belfast;;54,60840316;-5,963076349;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL13080101_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating);unknown;republican;2 men;unknown;civilians;unknown;1 woman;24;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator unknown. Thus event coded at CR3;"Sunday Life, ""I'LL BEKILLED WITHIN 12 MONTHS'; SOUTH BELFAST ASSAULT DISSIDENT REPUBLICAN BLAMED Young mum is terrified by beatings and bomb attack,"" 4 Auguast 2013";police;2013-08-01;2013-08-01;1;unknown;Markets area, south Belfast;;54,595442;-5,922941;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Natalie Berry
BEL13080601_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;explosives (missiles);civilians;loyalist;unknown;unknown;police officers;unknown;unknown;unknown;Belfast mayor Máirtín Ó Muilleoir;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"RTE.ie, ""Belfast mayor jostled at NI event,"" 6 August 2013";;2013-08-06;2013-08-06;1;unknown;Woodvale Park, north Belfast;;54,60790606;-5,964556928;3: neighbourhood ;0;0;0;0;0;0;0;;9;0;9;0;0;
BEL13080801_00;Belfast;United Kingdom ;200;clash;n/a;blunt instrument (bottles, masonry), other (paint bombs), sharp instrument ;civilians;republican;unknown;unknown;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Press Association Newswire, ""POLICE HURT IN VIOLENCE AT BONFIRE,"" 9 August 2013, The Daily Mirror, ""Teens stabbed at internment bonfire,"" 10 August 2013";police;2013-08-08;2013-08-08;1;night;Divis area near city centre, west Belfast;;54,60025;-5,940908;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;8;0;8;0;2;2 teenagers were injured, their affiliation could not be determined
BEL13080901_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;blunt instrument (bricks, bottles, metal guttering, pint glasses), explosives (fireworks);civilians;loyalist;unknown;unknown;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Press Association Newswire, ""RIOTING ENGULFS BELFAST CITY CENTRE,"" 9 August 2013, The Irish Examiner, ""Police injury count in Belfast riot climbs to 56,"" 10 August 2013";police;2013-08-09;2013-08-09;1;night;Royal Avenue area, west Belfast;;54,60133738;-5,931201601;3: neighbourhood ;0;0;0;0;0;0;0;;58;2;56;0;0;
BEL13090501_00;Belfast;United Kingdom ;200;attack;n/a;unknown;unknown;unknown;4 men;unknown;civilians;unknown;2 men;32, 37;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Belfast Telegraph, ""Pair injured in gang attack; news in brief,"" 12 September 2013";police;2013-09-05;2013-09-05;1;07:30 p.m.;Cooke Street, south Belfast;;54,58823518;-5,923232872;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL13092401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;3 men;unknown;civilians;unknown;1 man;29;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""Man is shot in both legs,"" 26 Septewwmber 2013";;2013-09-24;2013-09-24;1;09:00 p.m.;Lower Falls Road, west Belfast;;54,591103;-5,966812;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL13092501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire (handgun);unknown;unknown;1 man;unknown;civilians;unknown;1 woman;24;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR96;"Belfast Telegraph, ""First woman shot in legs in north for 22 years,"" 27 September 2013";police;2013-09-25;2013-09-25;1;10:40 p.m.;Lord Street Mews area, east Belfast;;54,59277438;-5,897503312;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Jenna McGrath
BEL13100901_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;new IRA;republican;unknown;unknown;civilians;Catholic;1 man;46;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish Examiner, ""PSNI blame dissidents for murders in Derry and Belfast,"" 10 October 2013; Sutton/CAIN Index of Deaths ";police;2013-10-09;2013-10-09;1;unknown;lake in Alexandra Park, off Antrim Road, north Belfast;;54,99315527;-7,323394005;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL13101901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;republican;men;unknown;civilians;unknown;1 man;19;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator unknown. Thus event coded at CR3;"Sunday Life, ""Man is shot in dissident attack,"" 20 October 2013";police;2013-10-19;2013-10-19;1;afternoon;New Barnsley Gardens, west Belfast;;54,59754886;-5,984475486;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL13102301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;40s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Man treated after shooting,"" 25 October 2013";;2013-10-23;2013-10-23;1;09:30 p.m.;Creeslough Gardens, Lenadoon, west Belfast;;54,57351799;-6,014237418;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL13113001_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;unknown;civilians;loyalist;unknown;unknown;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Press Association Newswire, ""OFFICER KNOCKED OUT DURING PROTESTS,"" 30 November 2013";police;2013-11-30;2013-11-30;1;unknown;junction of Tennent Street and Crumlin Road, north Belfast;;54,610935;-5,9535;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL14010101_00;Belfast;United Kingdom ;200;attack;n/a;sharp instrument (knife);civilians;unknown;1 boy;16;police officers;unknown;unknown;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a very probable sectarian event. Thus coded at CR2;"The Irish News, ""Police officer slashed across face with knife,"" 2 January 2014";police;2014-01-01;2014-01-01;1;03:00 p.m.;outside the Sportsman bar on Crumlin Road, north Belfast;;54,612214;-5,959734;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14020601_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (bottle);civilians;nationalist;unknown;youths;civilians;Protestant;1 man;youth;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast Telegraph, ""Youth needs stitches afterattack on way to gig,"" 7 February 2014";police;2014-02-06;2014-02-06;1;unknown;Oldpark Road, north Belfast;;54,61134967;-5,948123235;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14020701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;30s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""Man is shot in both legs and ankles,"" 8 February 2014";police;2014-02-07;2014-02-07;1;07:00 p.m.;Corrib Avenue, west Belfast;;54,57521616;-6,009980518;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14022601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""Man is shot in legs and arms,"" 27 February 2014";police;2014-02-26;2014-02-26;1;07:00 p.m.;Norglen Gardens, west Belfast;;54,58668791;-5,989699144;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14022901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;republican;unknown;unknown;civilians;unknown;1 man;39;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator unknown. Thus event coded at CR3;"Sunday Life, ""Robber is shot by dissidents,"" 9 March 2014";;2014-02-29;2014-02-29;1;unknown;Turf Lodge, west Belfast;;54,58890799;-5,988887832;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Declan Stilges
BEL14020601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;mid 30s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator unknown. Thus event coded at CR3;"The Daily Mirror, ""ONH shoot man in legs,"" 7 March 2014";;2014-03-06;2014-03-06;1;night;Glenkeen area, Poleglass, west Belfast;;54,56109503;-6,034209689;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14031201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;27;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Paramilitary style shootings,"" 12 March 2014";police;2014-03-12;2014-03-12;1;07:35 p.m.;between Ross Road and Balkan Street, west Belfast;;54,59766087;-5,949584073;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14031701_00;Belfast;United Kingdom ;200;clash;n/a;blunt instrument (sticks, bottles);civilians;unknown;unknown;youth;civilians;unknown;unknown;youth;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a very probable sectarian event. Thus coded at CR2;"Belfast Telegraph, ""Four hurt amid raised tensions at interface,"" 18 March 2014";police;2014-03-17;2014-03-17;1;09:00 p.m.;Mountpottinger Road interface, between Short Strand and Newtownards Road, east Belfast;;54,59754916;-5,908562199;3: neighbourhood ;0;0;0;0;0;0;0;;4;0;0;0;4;unclear who was injured
BEL14032901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;38;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Man (38) injured in paramilitary-style shooting,"" 29 March 2014";;2014-03-29;2014-03-29;1;09:00 p.m.;Sheridan Street, New Lodge area, north Belfast;;54,611027;-5,934114;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14041601_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (baseball bats);unknown;unknown;unknown;unknown;civilians;unknown;1 man;29;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Baseball bats used in attack,"" 18 April 2014";;2014-04-16;2014-04-16;1;10:20 p.m.;Kerrykeel Gardens, west Belfast;;54,57207266;-6,014696976;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14041801_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;Catholic;1 man;43;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish Examiner, ""Belfast shooting victim named as prominent dissident,"" 18 April 2014; Sutton/CAIN Index of Deaths ";police;2014-04-18;2014-04-18;1;unknown;Peter Pan Centre, Springfield Road, west Belfast;;54,59764786;-5,958337101;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL14051601_00;Belfast;United Kingdom ;200;clash;n/a;unknown;unknown;unknown;unknown;unknown;UDA;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;;"The Daily Mirror, ""Top loyalist assaulted in street fracas,"" 17 May 2014";police;2014-05-16;2014-05-16;1;03:00 p.m.;Mervue Street, Tigers Bay, north Belfast;;54,61410478;-5,928490644;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;1;1;0;"victim: John Bunting; 1 elderly woman also injured"
BEL14051701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;24;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Belfast Telegraph, ""Shot man assaulted paramedic,"" 17 May 2014";police;2014-05-17;2014-05-17;1;midnight;Jamaica Court, Ardoyne, north Belfast;;54,61694893;-5,956781843;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;1;1;0;1 paramedic injured
BEL14052701_00;Belfast;United Kingdom ;200;attack;n/a;sharp instrument ;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Belfast Telegraph,""Separate stabbings at city's interface,"" 29 May 2014";police;2014-05-27;2014-05-27;1;midnight;Mountpottinger Road, east Belfast;;54,59776312;-5,908645401;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14052702_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;3 men;unknown;civilians;unknown;1 man;23;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""Man shot in knee & ankle,"" 29 May 2014";police;2014-05-27;2014-05-27;1;10:00 p.m.;Juniper Hill, Dunmurry at the back of Glasvey Drive, west Belfast;;54,554735;-6,025021;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14052801_00;Belfast;United Kingdom ;200;attack;n/a;sharp instrument ;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Belfast Telegraph,""Separate stabbings at city's interface,"" 29 May 2014";police;2014-05-28;2014-05-28;1;03:35 p.m.;Madrid Street, east Belfast;;54,59682297;-5,905838272;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14061801_00;Belfast;United Kingdom ;200;attack;n/a;gunfire (pellet gun), without weapon/melee;unknown;unknown;unknown;unknown;civilians;Protestant;1 boy;16;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast Telegraph, ""Jamie beaten and shot because he came from 'other' side of city,"" 20 June 2014";police;2014-06-18;2014-06-18;1;evening;Mackies Factory, Lanark Way gates, west Belfast;;54,55308179;-6,033766386;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Jamie Bickerstaff
BEL14070701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish Examiner, ""Man in hospital after paramilitary-style shooting in Belfast,"" 7 July 2014";;2014-07-07;2014-07-07;1;early morning;Havana Walk area, north Belfast;;54,61528239;-5,95578122;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14071201_00;Belfast;United Kingdom ;200;clash;n/a;sharp instrument ;civilians;republican;unknown;unknown;civilians;loyalist;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Mail Online, ""MAN STABBED IN BELFAST CLASHES,"" 12 July 2014";police;2014-07-12;2014-07-12;1;03:10 a.m.;Ormeau Bridge, south Belfast;;54,58282793;-5,921860347;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;0;1;0;unclear who was injured
BEL14071202_00;Belfast;United Kingdom ;200;attack;n/a;sharp instrument ;unknown;unknown;unknown;unknown;civilians;unknown;1 man;19;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Sun, ""Trouble flares,"" 13 July 2014; The Sunday Mirror, ""KNIFINGS INJURE THREE,"" 13 July 2014";;2014-07-12;2014-07-12;1;01:20 a.m.;Mountanhill Road, Ligoniel, north Belfast;;54,62862706;-5,983032593;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14071203_00;Belfast;United Kingdom ;200;attack;n/a;sharp instrument ;unknown;unknown;unknown;unknown;civilians;unknown;1 man;21;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Sun, ""Trouble flares,"" 13 July 2014";;2014-07-12;2014-07-12;1;02:20 a.m.;Montrose Street area, east Belfast;;54,59817681;-5,898439634;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14071501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;30s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""Shot victim's 999 crew hit,"" 17 July 2014; The Irish News, ""Man shot in west Belfast attack,"" 17 July 2014";police;2014-07-15;2014-07-15;1;10:30 a.m.;Ardmonagh Gardens, Turf Lodge, west Belfast;;54,59163421;-5,988134474;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14081001_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;blunt instrument (coins, plastic bottles, golf balls, umbrellas, cast iron rain gutteer), explosives (fireworks);civilians;loyalist;unknown;unknown;civilians;republican;unknown;unknown;police officers;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"South Wales Echo, ""Two injured after parade by republicans,"" 11 August 2014; The Guardian, ""Clashes at republican parade through Belfast: Northern Ireland,"" 11 August 2014";;2014-08-10;2014-08-10;1;unknown;Royal Avenue area, west Belfast;;54,60134359;-5,93130889;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;0;2;0;1 police officer, 1 member of the public injured
BEL14082001_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;loyalist;loyalist;unknown;unknown;loyalist;Protestant;1 man;44;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast Telegraph, ""UDA feud ratcheted up as rebel loyalist is shot and rival duo held over the attack,"" 22 August 2014, The Irish News, ""Fears over bloody loyalist feud grow after shooting John Boreland and Andre Shoukri attacked in car,"" 22 August 2014";;2014-08-20;2014-08-20;1;10:00 p.m.;Wallasey Park, Ballysillan, north Belfast;;54,62796664;-5,962700645;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: John 'Bonzer' Boreland
BEL14082201_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (iron bars, hatchet);UDA;loyalist;men;unknown;civilians;Catholic;1 man;22;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;;"The Irish News, ""Catholic man beaten by gang with iron bars and hatchet Victimattacked weeks after moving in to loyalist estate with Protestant partner,"" 25 August 2014; The Irish News, ""'I will never feel safe in aProtestant area again'Catholic man feared for his family'slives during savagesectarian attack,"" ";police;2014-08-22;2014-08-22;1;night;Ballygomartin Drive, west Belfast;;54,60220806;-5,980127761;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14082401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;24;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Press Association Newswire, ""MAN, 24, SHOT IN LEGS NEAR FESTIVAL,"" 25 August 2014";police;2014-08-24;2014-08-24;1;11:00 p.m.;Flax Street area, north Belfast;;54,61279288;-5,956926501;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14083001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Press Association Newswire, ""APPEAL AFTER MAN SHOT IN LEGS,"" 31 August 2014";;2014-08-30;2014-08-30;1;08:00 p.m.;Shaws Road ara, west Belfast;;54,57552893;-6,004616442;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14090201_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (wood);unknown;unknown;men;youth;civilians;unknown;1 girl;15;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;;"The Irish News, ""Attack that left girl (15) injured 'a hate crime' Sectarian motive probed after teen hit with wood,"" 4 September 2014";;2014-09-02;2014-09-02;1;09:30 p.m.;Ballymacarrett Road, east Belfast;;54,60146175;-5,906315272;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Shannon Thompson
BEL14090601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Daily Mirror, ""MAN SHOT IN THE FEET,"" 8 September 2014";police;2014-09-06;2014-09-06;1;08:20 p.m.;Havana Walk area, north Belfast;;54,6152389;-5,955620286;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL14091101_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating);unknown;unknown;4 men;unknown;civilians;Protestant;1 boy;16;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;;"The Irish News, ""'Appalling, sectarian'attack on boy (16) travelling on bus,"" 13 September 2014";police;2014-09-11;2014-09-11;1;morning;Lanark Way, Woodvale area, west Belfast (11a bus);;54,60289671;-5,959953355;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Stuart Buchanan
BEL14091301_00;Belfast;United Kingdom ;200;attack;n/a;unknown;civilians;unknown;unknown;unknown;civilians;unknown;boys;youth;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Under-16 soccer team attacked during match,"" 15 September 2014";police;2014-09-13;2014-09-13;1;unknown;Whiterock Leisure Centre, west Belfast;;54,59299579;-5,98478073;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;3;0;3;0;0;"""several"" was coded as 3"
BEL14100601_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;ONH;republican;unknown;unknown;civilians;unknown;1 man;37;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Daily Mirror, ""gun victim in 'ira row',"" 8 October 2014; The Irish News, ""Republican group admits sex-offender murder bid,"" 10 October 2014";;2014-10-06;2014-10-06;1;night;Oranmore Street, Clonard area, west Belfast;;54,59945437;-5,957841615;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Noel Donnelly
BEL14101501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire (shotgun);unknown;unknown;men;unknown;civilians;unknown;1 man;20s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"Belfast News Letter, ""Paramilitary-style shooting in west Belfast,"" 16 October 2014";police;2014-10-15;2014-10-15;1;09:00 p.m.;Downfine Walk area, Turf Lodge estate, west Belfast;;54,58577134;-5,986920803;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Patrick Crossan
BEL14102001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;;"The Irish News, ""Police appeal after man shot,"" 21 October 2014";police;2014-10-20;2014-10-20;1;08:20 p.m.;Bog Meadows area, west Belfast;;54,58555555;-5,967330642;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
